Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S1ZT,2003.07,1615702,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2003.08,1621043,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2003.09,1626318,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2003.10,1631643,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2003.11,1637066,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2003.12,1642273,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.01,1647373,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.02,1652772,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.03,1658317,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.04,1663820,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.05,1669065,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.06,1673796,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.07,1678113,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.08,1682296,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.09,1686896,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.10,1692839,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.11,1700079,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2004.12,1707761,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.01,1715018,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.02,1720967,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.03,1725249,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.04,1728263,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.05,1730402,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.06,1732319,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.07,1734683,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.08,1737430,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.09,1739841,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.10,1741263,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.11,1741572,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2005.12,1741586,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.01,1741994,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.02,1743168,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.03,1745369,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.04,1748969,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.05,1753612,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.06,1758651,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.07,1763072,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.08,1766363,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.09,1768922,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.10,1770798,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.11,1772041,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2006.12,1773085,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.01,1774575,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.02,1776823,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.03,1779997,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.04,1783695,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.05,1787879,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.06,1792795,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.07,1797907,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.08,1803103,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.09,1808201,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.10,1813206,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.11,1818141,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2007.12,1822796,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.01,1826664,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.02,1829821,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.03,1832181,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.04,1833182,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.05,1832806,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.06,1831323,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.07,1829358,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.08,1827259,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.09,1824834,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.10,1821820,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.11,1817937,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2008.12,1812900,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.01,1806597,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.02,1799660,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.03,1792804,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.04,1787009,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.05,1782553,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.06,1778991,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.07,1775903,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.08,1772942,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.09,1770216,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.10,1768350,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.11,1767997,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2009.12,1769198,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.01,1771723,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.02,1774731,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.03,1777174,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.04,1778576,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.05,1778752,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.06,1778091,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.07,1777670,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.08,1778065,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.09,1779241,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.10,1780913,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.11,1782914,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2010.12,1784868,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.01,1786506,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.02,1787282,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.03,1787361,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.04,1787464,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.05,1788116,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.06,1789638,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.07,1791941,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.08,1794601,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.09,1797364,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.10,1799515,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.11,1800504,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2011.12,1800760,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.01,1801212,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.02,1802258,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.03,1804115,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.04,1806264,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.05,1808346,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.06,1810268,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.07,1811637,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.08,1812565,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.09,1813459,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.10,1814562,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.11,1816077,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2012.12,1818120,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.01,1820573,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.02,1823767,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.03,1827994,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.04,1832889,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.05,1838140,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.06,1843199,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.07,1847713,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.08,1851781,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.09,1855517,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.10,1859225,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.11,1862866,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2013.12,1866282,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.01,1869197,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.02,1871834,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.03,1874261,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.04,1876835,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.05,1880116,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.06,1884263,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.07,1889146,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.08,1894261,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.09,1899115,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.10,1903542,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.11,1907739,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2014.12,1911852,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.01,1915927,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.02,1920250,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.03,1924625,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.04,1928986,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.05,1932994,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.06,1936487,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.07,1939747,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.08,1943052,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.09,1946635,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.10,1950879,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.11,1956127,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2015.12,1962127,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.01,1968582,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.02,1974710,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.03,1980141,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.04,1985167,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.05,1989888,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.06,1994736,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.07,2000283,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.08,2006528,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.09,2012778,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.10,2018381,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.11,2023040,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2016.12,2027219,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.01,2031794,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.02,2037082,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.03,2043286,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.04,2050283,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.05,2057728,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.06,2065124,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.07,2071597,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.08,2076961,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.09,2081670,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.10,2085964,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.11,2089695,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2017.12,2093028,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.01,2096093,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.02,2099149,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.03,2102545,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.04,2106078,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.05,2109974,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.06,2114507,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.07,2119276,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.08,2123783,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.09,2127677,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.10,2130936,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.11,2133774,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2018.12,2136571,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.01,2139571,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.02,2143238,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.03,2147635,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.04,2152745,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.05,2158137,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.06,2163420,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.07,2169025,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.08,2175257,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.09,2182083,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.10,2189157,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.11,2195954,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2019.12,2201455,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.01,2204869,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.02,2205912,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.03,2204990,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.04,,Y,C,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.05,,Y,C,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.06,,Y,C,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.07,,Y,C,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.08,,Y,C,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.09,,Y,C,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.10,,Y,C,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.11,,Y,C,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S1ZT,2020.12,,Y,C,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,All industries,Trend,,
MEIM.S2WA,1999.04,130.783345,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,1999.05,128.424187,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,1999.06,121.018592,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,1999.07,122.202759,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,1999.08,128.798361,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,1999.09,132.561105,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,1999.10,135.182504,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
